Index,Track Name,Artist Name,Album Name,Track Duration (ms),Play Count
827,Come Over,The Internet,Hive Mind,321853,377
828,I DON'T LOVE YOU ANYMORE,"Tyler, The Creator",IGOR,161200,189
829,Circles,Post Malone,Hollywood's Bleeding,215280,252
830,Some Girl (feat. Steve Lacy),"GoldLink, Steve Lacy",At What Cost,342244,400
831,Glitter,BENEE,FIRE ON MARZZ,180146,211
832,Hell N Back,Bakar,Hell N Back,213573,250
833,Fuck it I love you,Lana Del Rey,Fuck it I love you / The greatest,218287,255
834,The Game,Milky Chance,The Game,213280,250
835,Flower Moon (feat. Steve Lacy),"Vampire Weekend, Steve Lacy",Father of the Bride,237346,278
836,I Touch Myself - triple j Like A Version,Lime Cordiale,I Touch Myself (triple j Like A Version),215308,252
837,Give Me Honey,DOPE LEMON,Smooth Big Cat,218680,256
838,Feeding the Family,Spacey Jane,Feeding the Family,284687,333
839,Skin,San Cisco,Skin,267050,312
840,Only If,Steve Lacy,Apollo XXI,100562,118
841,Grey Area,"Jerry Paper, Weyes Blood",Like a Baby,125172,146
842,DHL,Frank Ocean,DHL,268893,315
843,Half Full Glass Of Wine,Tame Impala,Tame Impala,266626,312
844,Daffodils (feat. Kevin Parker),"Mark Ronson, Kevin Parker",Uptown Special,298133,349
845,Freak,Lana Del Rey,Honeymoon,295093,345
846,It Might Be Time,Tame Impala,It Might Be Time,273013,319
847,Rose Golden,"Kid Cudi, WILLOW","Passion, Pain & Demon Slayin'",277813,325
848,Born To Die,Lana Del Rey,Born To Die - The Paradise Edition,285400,334
849,If I Was Your Girlfriend,Prince,"Sign O"" the Times""",301733,353
850,Tommy's Party,Peach Pit,Being So Normal,361760,423
851,Late Night Feelings (feat. Lykke Li),"Mark Ronson, Lykke Li",Late Night Feelings (feat. Lykke Li),251028,294
852,Obscura,Methyl Ethel,Oh Inhuman Spectacle,198627,232
853,Genesis,Grimes,Visions,255320,299
854,It's Not The Same Anymore,Rex Orange County,Pony,386200,452
855,Always,Rex Orange County,Pony,197333,231
856,BLACK BALLOONS | 13LACK 13ALLOONZ [FEAT. TWELVE'LEN & GOLDLINK | TWELVE'LEN + GOLDL1NK],"Denzel Curry, Twelve'len, GoldLink",TA13OO,210960,247
857,Sofia,Clairo,Sofia,188386,220
858,Silver,DMA'S,Silver,259858,304
859,In My Room,Frank Ocean,In My Room,133680,156
860,Doin' Time,Lana Del Rey,Norman Fucking Rockwell!,202192,237
861,Flaming Hot Cheetos,Clairo,Flaming Hot Cheetos,123884,145
862,Dirt Cheap,Lime Cordiale,Dirt Cheap,175126,205
863,Venice Bitch,Lana Del Rey,Norman Fucking Rockwell!,577199,675
864,I Like To Dance,Alex the Astronaut,I Like To Dance,208480,244
865,Watermelon Sugar,Harry Styles,Watermelon Sugar,174000,204
866,Lights Up,Harry Styles,Lights Up,172226,202
867,parents,YUNGBLUD,the underrated youth,171880,201
868,Supalonely,"BENEE, Gus Dapperton",STELLA & STEVE,223480,261
869,Angel,"Young Franco, Abhi The Nomad",Angel,185508,217
870,I Missed Out,Hockey Dad,I Missed Out,213447,250
871,Tokyo Drifting (with Denzel Curry),"Glass Animals, Denzel Curry",Tokyo Drifting,217693,255
872,everything i wanted,Billie Eilish,everything i wanted,245425,287
873,Come and Be Alone With Me,The Jungle Giants,Learn to Exist,186013,218
874,Smile,Winston Surfshirt,Apple Crumble,203316,238
875,Crimewave,Crystal Castles,Crystal Castles,258453,302
876,Money,The Drums,Portamento,233639,273
877,Me and Michael,MGMT,Little Dark Age,289853,339
878,Burning,The Whitest Boy Alive,Dreams,191173,224
879,Hit Me Like That Snare (feat. Rejjie Snow),"alt-J, Rejjie Snow",Reduxer,179746,210
880,Goodie Bag,Still Woozy,Goodie Bag,146390,171
881,On Melancholy Hill,Gorillaz,Plastic Beach,233866,274
882,Lets Go Surfing,The Drums,The Drums,174306,204
883,New Day Coming,Matt Corby,Rainbow Valley,275466,322
884,Bambi,Hippo Campus,Bambi,194400,227
885,CAN'T GET OVER YOU (feat. Clams Casino),"Joji, Clams Casino",BALLADS 1,107076,125
886,Chronic Sunshine,Cosmo Pyke,Chronic Sunshine,270926,317
887,Posthumous Forgiveness,Tame Impala,Posthumous Forgiveness,366066,428
888,Can I Call You Tonight?,Dayglow,Fuzzybrain,278769,326
889,See Right Through Me,Set Mo,See Right Through Me,239000,280
890,6AM,Max Pope,UP,175774,206
891,Oblivion,Grimes,Visions,251266,294
892,Clint Eastwood,Gorillaz,Gorillaz,340920,399
893,Sticky,Ravyn Lenae,Sticky,196754,230
894,Cherry,Harry Styles,Fine Line,259186,303
895,Won't Bite,"Doja Cat, Smino",Hot Pink,195213,228
896,Find an Island,BENEE,STELLA & STEVE,192613,225
897,My Number,Foals,Holy Fire,240533,281
898,Young Folks,Peter Bjorn and John,Writer's Block,276693,324
899,Falling,Harry Styles,Fine Line,240133,281
900,Inappropriate Behaviour,Lime Cordiale,Inappropriate Behaviour,253066,296
901,Seaweed,Hockey Dad,Dreamin,175626,205
902,This Life,Vampire Weekend,Father of the Bride,268600,314
903,Harmony Hall,Vampire Weekend,Father of the Bride,308733,361
904,Belly Side Up,Matt Corby,Telluric,245400,287
905,How to disappear,Lana Del Rey,Norman Fucking Rockwell!,228071,267
906,Lost In Yesterday,Tame Impala,Lost In Yesterday,249586,292
907,I Follow Rivers - The Magician Remix,"Lykke Li, The Magician",I Follow Rivers (The Magician Remix),280069,328
908,Spring Has Sprung,Skegss,Holiday Food,178584,209
909,Sweet Disposition,The Temper Trap,Conditions,236333,277
910,Hit Me Up,"Omar Apollo, Dominic Fike, Kenny Beats",Hit Me Up,160000,187
911,Teenage Headache Dreams (with Ellie Rowsell),"Mura Masa, Ellie Rowsell, Wolf Alice",Teenage Headache Dreams (with Ellie Rowsell),283013,331
912,Norman fucking Rockwell,Lana Del Rey,Norman Fucking Rockwell!,248934,291
913,Mariners Apartment Complex,Lana Del Rey,Norman Fucking Rockwell!,247150,289
914,Renegades Of Funk,Rage Against The Machine,Renegades,274160,321
915,Mended,Vera Blue,Perennial,305120,357
916,Bulls On Parade - triple j Like A Version,Denzel Curry,Bulls On Parade (triple j Like A Version),269686,316
917,Dirty Harry,Gorillaz,Demon Days,230426,270
918,Fado,Milky Chance,Mind The Moon,250400,293
919,Doin' Time,Sublime,Sublime,253333,296
920,Happiness is a butterfly,Lana Del Rey,Norman Fucking Rockwell!,272485,319
921,Pasta,Angie McMahon,Pasta,278453,326
922,Elastic Heart,Sia,1000 Forms of Fear,257200,301
923,Yourfault,Parcels,Parcels,219114,256
924,Deal Wiv It,"Mura Masa, slowthai",Deal Wiv It,177000,207
925,Homecoming Queen,Thelma Plum,Better in Blak,231666,271
926,Pub Feed,The Chats,Pub Feed,146000,171
927,Live Like We’re Dancing (with Georgia),"Mura Masa, Georgia",R.Y.C,249933,292
928,Dominic’s Interlude,"Halsey, Dominic Fike",Manic,76480,89
929,I HATE EVERYBODY,Halsey,Manic,171015,200
930,Cigarettes & Loneliness,Chet Faker,Built On Glass,472048,552
931,Sun's Coming Up,Tame Impala,Lonerism,320293,375
932,41 Mosquitoes Flying In Formation,Tame Impala,Tame Impala,258413,302
933,Seriously,Bugs,Self Help,204088,239
934,Bags,Clairo,Immunity,260519,305
935,I Don’t Think I Can Do This Again (with Clairo),"Mura Masa, Clairo",R.Y.C,222773,261
936,Millennium Queen,Approachable Members of Your Local Community,Millennium Queen,217013,254
937,To Feel Good,Swim Deep,Emerald Classics,235333,275
938,Vacation Forever,Violent Soho,Vacation Forever,269047,315
939,Cheesy Love Song,The Lazy Eyes,Cheesy Love Song,337365,395
940,Mother & Father,Broods,Mother & Father,187421,219
941,I Know There's Gonna Be (Good Times),"Jamie xx, Young Thug, Popcaan",In Colour,213622,250
942,Robbery,Juice WRLD,Death Race For Love,240050,281
943,Perth,Bon Iver,Bon Iver,262079,307
944,Casio,Jungle,For Ever,234369,274
945,Clap Your Hands,Sia,We Are Born,238436,279
946,How Much Does Your Love Cost?,Thelma Plum,Monsters,232242,272
947,Tadow,"Masego, FKJ",Lady Lady,301893,353
948,Shampoo Bottles,Peach Pit,Shampoo Bottles,224266,262
949,Love It If We Made It,The 1975,Love It If We Made It,253249,296
950,Momentary Bliss (feat. slowthai and Slaves),"Gorillaz, slowthai, Slaves",Momentary Bliss (feat. slowthai and Slaves),221386,259
951,NobodyLikeYou,Winston Surfshirt,Apple Crumble,259914,304
952,White Teeth Teens,Lorde,Pure Heroine,216600,253
953,Purple Rain,Prince,Purple Rain,520786,609
954,When Doves Cry,Prince,Purple Rain,352906,413
955,Kiss,Prince,Parade - Music from the Motion Picture Under the Cherry Moon,226240,265
956,California,Lana Del Rey,Norman Fucking Rockwell!,305899,358
957,Head Cold,Spacey Jane,Head Cold,187200,219
958,Coming Down,Ball Park Music,Museum,214413,251
959,Fall At Your Feet,Boy & Bear,He Will Have His Way - The Songs Of Tim & Neil Finn,271386,318
960,Reasons,San Cisco,Reasons,192298,225
961,TEMPTATION,Joey Bada$$,ALL-AMERIKKKAN BADA$$,244197,286
962,Naked Kids - EP Version,Grouplove,Grouplove,208613,244
963,Sun,Two Door Cinema Club,Sun,187720,220
964,Breathe Deeper,Tame Impala,The Slow Rush,372866,436
965,On Track,Tame Impala,The Slow Rush,301786,353
966,Is It True,Tame Impala,The Slow Rush,239266,280
967,BEST INTEREST,"Tyler, The Creator",BEST INTEREST,127921,150
968,Ride,Lana Del Rey,Born To Die - The Paradise Edition,289080,338
969,Dark Fantasy,Kanye West,My Beautiful Dark Twisted Fantasy,280786,329
970,Majestic AF,Methyl Ethel,Majestic AF,230411,270
971,Instant Destiny,Tame Impala,The Slow Rush,194706,228
972,One More Year,Tame Impala,The Slow Rush,324013,379
973,HONEY,BROCKHAMPTON,iridescence,195226,228
974,Cash Machine,Oliver Tree,Cash Machine,177625,208
975,Love,Lana Del Rey,Lust For Life,272742,319
976,Désolé (feat. Fatoumata Diawara),"Gorillaz, Fatoumata Diawara",Désolé (feat. Fatoumata Diawara),236569,277
977,The Other Woman,Lana Del Rey,Ultraviolence (Deluxe),181960,213
978,Sending Me Ur Loving,The Jungle Giants,Sending Me Ur Loving,253940,297
979,You'll miss me when I'm not around,Grimes,Miss Anthropocene (Deluxe Edition),161691,189
980,High Beams,"Flume, HWLS, slowthai",Hi This Is Flume (Mixtape),203882,239
981,The Difference,"Flume, Toro y Moi",The Difference,139662,163
982,FRESH OUT OF LOVE,E^ST,FRESH OUT OF LOVE,168110,197
983,Delete Forever,Grimes,Miss Anthropocene (Deluxe Edition),237480,278
984,4ÆM,Grimes,Miss Anthropocene (Deluxe Edition),270982,317
985,Steal My Sunshine,LEN,GO Music From The Motion Picture,248466,291
986,In The Night,The Weeknd,Beauty Behind The Madness,235653,276
987,Algorhythm,Childish Gambino,3.15.20,212106,248
988,19.1,Childish Gambino,3.15.20,308546,361
989,Gone,San Cisco,Flaws,185478,217
990,Holocene,Bon Iver,Bon Iver,336613,394
991,Say So,Doja Cat,Hot Pink,237893,278
992,When You Die,MGMT,Little Dark Age,263880,309
993,She Works Out Too Much,MGMT,Little Dark Age,278386,326
994,We Find Love,Daniel Caesar,Freudian,254919,298
995,Cayendo (Side A - Acoustic),Frank Ocean,Cayendo (Side A - Acoustic),202200,237
996,Dear April (Side A - Acoustic),Frank Ocean,Dear April (Side A - Acoustic),231040,270
997,Swim Good,Frank Ocean,Swim Good,257186,301
998,1901 - triple j Like A Version,Petit Biscuit,1901 (triple j Like A Version),191421,224
999,Sunday (feat. Frank Ocean),"Earl Sweatshirt, Frank Ocean",Doris,205800,241
1000,Radio,Lana Del Rey,Born To Die - The Paradise Edition,214573,251
1001,This Song Is Not About A Girl,"Flume, Chet Faker",Lockjaw,254037,297
1002,Aries (feat. Peter Hook and Georgia),"Gorillaz, Peter Hook, Georgia",Aries (feat. Peter Hook and Georgia),253333,296
1003,Father Stretch My Hands Pt. 1,Kanye West,The Life Of Pablo,135920,159
1004,The Quicker,Methyl Ethel,Hurts To Laugh,196492,230
1005,Honest,Methyl Ethel,Hurts To Laugh,256477,300
1006,Pickles from the Jar,Courtney Barnett,Pickles from the Jar,168962,198
1007,Do You Ever Get So Sad You Can't Breathe,Thelma Plum,Better in Blak,137680,161
1008,Die,Stella Donnelly,Beware of the Dogs,174395,204
1009,Hot Shower,"Chance the Rapper, MadeinTYO, DaBaby",The Big Day,225923,264
1010,If I Ever Feel Better,Phoenix,United,266600,312
1011,Fit but You Know It,The Streets,A Grand Don't Come For Free,253466,297
1012,Sometimes I Hate My Friends More Than My Enemies,The Streets,Burn Bridges,165882,194
1013,Call My Phone Thinking I'm Doing Nothing Better,"The Streets, Tame Impala",Call My Phone Thinking I'm Doing Nothing Better,168874,198
1014,Antidote,Travis Scott,Rodeo (Expanded Edition),262693,307
1015,CITY OF ANGELS,24kGoldn,DROPPED OUTTA COLLEGE,112493,132
1016,"GONE, GONE / THANK YOU","Tyler, The Creator",IGOR,375386,439
1017,She,"Tyler, The Creator, Frank Ocean",Goblin,253386,296
1018,Beachside,E66s,E66S Classics,156081,183
1019,Put Your Head On My Shoulder (Remastered),Paul Anka,Las 66 Favoritas de Jose María Íñigo y José Ramón Pardo. Vol. 1 (1958-1961) [Remastered]],158879,186
1020,Gimme Love,Joji,Gimme Love,214557,251
1021,The Glow,DMA'S,The Glow,174266,204
1022,changes,XXXTENTACION,?,121886,143
1023,Jamba (feat. Hodgy),"Tyler, The Creator, Hodgy",Wolf,212493,249
1024,Fucked My Way Up To The Top,Lana Del Rey,Ultraviolence (Deluxe),212226,248
1025,Dreamland,Glass Animals,Dreamland,203492,238
1026,"Sunflower, Vol. 6",Harry Styles,Fine Line,221826,260
1027,Writer In The Dark,Lorde,Melodrama,216610,253
1028,D.R.U.G.S.,Rejjie Snow,D.R.U.G.S.,200746,235
1029,Damselfly,"Loyle Carner, Tom Misch",Yesterday's Gone,172653,202
1030,HEART ATTACK (feat. lau.ra),"BRONSON, ODESZA, Golden Features, lau.ra",HEART ATTACK / VAULTS,209600,245
1031,Kids,Current Joys,Kids,269142,315
1032,Lovers Rock,TV Girl,French Exit,213920,250
1033,First Aid,Gus Dapperton,First Aid,268764,314
1034,the remedy for a broken heart (why am I so in love),XXXTENTACION,?,160184,187
1035,Boredom (feat. Rex Orange County & Anna of the North),"Tyler, The Creator, Rex Orange County, Anna of the North",Flower Boy,320720,375
1036,My Favorite Fish,Gus Dapperton,Where Polly People Go to Read,215675,252
1037,She's American,The 1975,"I like it when you sleep, for you are so beautiful yet so unaware of it",270104,316
1038,Heavenly Maybe,Gengahr,Heavenly Maybe,206960,242
1039,For Emma,Bon Iver,"For Emma, Forever Ago",220720,258
1040,Evergreen,Ryan Beatty,Dreaming of David,224347,262
1041,WAKE UP,Travis Scott,ASTROWORLD,231963,271
1042,Stop Selling Her Drugs (feat. Dominic Fike),"Bakar, Dominic Fike",Will You Be My Yellow?,173349,203
